Lamoureux,Gisèle Lamoureux,"Lévis, Quebec",Order of Canada
Lamoureux,Lucien Lamoureux,Bruxelles,Order of Canada
Lamport,Allan Austin Lamport,"Toronto, Ontario",Order of Canada
Lanctot,Gustave Lanctot,"Montréal, Quebec",Order of Canada
Landa,Sam Landa,"Saskatoon, Saskatchewan",Order of Canada
Lande,Lawrence Lande,"Montréal, Quebec",Order of Canada
Lande,Mildred B. Lande,"Westmount, Quebec",Order of Canada
Lander,David Lander,"Calgary, Alberta",Order of Canada
Lander,Donald H. Lander,"Orillia, Ontario",Order of Canada
Lando,Edith Lando,"Vancouver, British Columbia",Order of Canada
Landry,Albert Landry,"Shawinigan, Quebec",Order of Canada
Landry,Aldéa Landry,"Moncton, New Brunswick",Order of Canada
Landry,Antoine Landry,"Caraquet, New Brunswick",Order of Canada
Landry,Edmond E. Landry,"Moncton, New Brunswick",Order of Canada
Landry,Eva June Landry,"St. Peters, Nova Scotia",Order of Canada
Landry,Frederick Lawrence Landry,"Saint John, New Brunswick",Order of Canada
Landry,G. Yves Landry,"Windsor, Ontario",Order of Canada
Landry,Raymond Landry,"Ottawa, Ontario",Order of Canada
Landry,Robert E. Landry,"Montréal, Quebec",Order of Canada
Landry,Roger D. Landry,"Ste-Geneviève de Batiscan, Quebec",Order of Canada
Landry,Ronald Landry,"Rivière-du-Loup, Quebec",Order of Canada
Landry,Rosemarie Landry,"Montréal, Quebec",Order of Canada
Landsberg,Michele Landsberg,"Toronto, Ontario",Order of Canada
Lane,Elizabeth Ann Lane,"Vancouver, British Columbia",Order of Canada
Lang,Anthony Edward Thomas Lang,"Toronto, Ontario",Order of Canada
lang,k.d. lang,Los Angeles,Order of Canada
Lang,Otto Lang,"Winnipeg, Manitoba",Order of Canada
Langan,"Henry J., Sr. Langan","Kamsack, Saskatchewan",Order of Canada
Langer,Bernard Langer,"Toronto, Ontario",Order of Canada
Langevin,André Langevin,"Frélighsburg, Quebec",Order of Canada
Langevin,Florian Langevin,"Montréal, Quebec",Order of Canada
Langlais,Jacques Langlais,"Montréal, Quebec",Order of Canada
Langley,James C. Langley,"Ottawa, Ontario",Order of Canada
Langlois,Daniel Langlois,"Montréal, Quebec",Order of Canada
Languirand,Jacques Languirand,"Westmount, Quebec",Order of Canada
Lank,David M. Lank,"Montréal, Quebec",Order of Canada
Lansdowne,J. Fenwick Lansdowne,"Victoria, British Columbia",Order of Canada
Lanthier,J. Spencer Lanthier,"Toronto, Ontario",Order of Canada
Lantos,Robert Lantos,"Toronto, Ontario",Order of Canada
Lanziner,Helmut H. Lanziner,"North Vancouver, British Columbia",Order of Canada
LaPalme,Robert LaPalme,"Montréal, Quebec",Order of Canada
Lapierre,Jeanne L. Lapierre,"Montréal, Quebec",Order of Canada
Lapierre,Laurent Lapierre,"Montréal, Quebec",Order of Canada
LaPierre,Laurier L. LaPierre,"Ottawa, Ontario",Order of Canada
Laplante,André Laplante,"Toronto, Ontario",Order of Canada
Lapointe,Hughes Lapointe,"Québec, Quebec",Order of Canada
Lapointe,Jean Lapointe,"Montréal, Quebec",Order of Canada
Lapointe,Renaude Lapointe,"Ottawa, Ontario",Order of Canada
Lapointe,Suzanne Lapointe,"Morin Heights, Quebec",Order of Canada
Lapp,Philip Alexander Lapp,"Thornhill, Ontario",Order of Canada
Laracy,Frances Laracy,"Conception Harbour, Newfoundland and Labrador",Order of Canada
Larche,John P. Larche,"Timmins, Ontario",Order of Canada
Larkin,Peter Anthony Larkin,"Vancouver, British Columbia",Order of Canada
Larose,Roger Larose,"Montréal, Quebec",Order of Canada
Laskin,Bora Laskin,"Ottawa, Ontario",Order of Canada
Lassonde,Pierre Lassonde,"Toronto, Ontario",Order of Canada
Laszlo,Charles Andrew Laszlo,"Vancouver, British Columbia",Order of Canada
Latourelle,René Latourelle,"Montréal, Quebec",Order of Canada
Latulippe,Gilles Latulippe,"Longueuil, Quebec",Order of Canada
Latulippe,Philippe Latulippe,"Cabano, Quebec",Order of Canada
Lau,Arthur Chui Fu Lau,"Pointe-Claire, Quebec",Order of Canada
Laurence,Margaret Laurence,"Lakefield, Ontario",Order of Canada
Laurin,Carroll A. Laurin,"Montréal, Quebec",Order of Canada
Laurin,Jacques Laurin,"Montréal, Quebec",Order of Canada
Laurin,Pierre Laurin,"North Hatley, Quebec",Order of Canada
Lavallée,Omer Lavallée,"Lachine, Quebec",Order of Canada
Lavalley,Sarah Lavalley,"Golden Lake, Ontario",Order of Canada
Laverdière,Lise G. Laverdière,"Québec, Quebec",Order of Canada
Laverty,A. Marshall Laverty,"Kingston, Ontario",Order of Canada
Lavigne,J. Conrad Lavigne,"Timmins, Ontario",Order of Canada
Lavoie,Jean-Noël Lavoie,"Mirabel, Quebec",Order of Canada
Lavoie,Pierre Lavoie,"Chicoutimi, Quebec",Order of Canada
Law,Helen M. Law,"Leamington, Ontario",Order of Canada
Lawless,Ronald Edward Lawless,"Beaconsfield, Quebec",Order of Canada
Lawrence,Judith A. Lawrence,"Hornby Island, British Columbia",Order of Canada
Lawrence,Thomas Lawrence,"Saskatoon, Saskatchewan",Order of Canada
Lawson,R. William Lawson,"Rockcliffe, Ontario",Order of Canada
Lawson,Tom Lawson,"London, Ontario",Order of Canada
Laycock,Samuel R. Laycock,"Vancouver, British Columbia",Order of Canada
Laycraft,James H. Laycraft,"Calgary, Alberta",Order of Canada
Layton,Irving Layton,"Côte-Saint-Luc, Quebec",Order of Canada
Lazaridis,Mike Lazaridis,"Waterloo, Ontario",Order of Canada
Le Caine,Trudi Le Caine,"Gloucester, Ontario",Order of Canada
Le Dain,Gerald Eric Le Dain,"Ottawa, Ontario",Order of Canada
Le May Doan,Catriona Le May Doan,"Calgary, Alberta",Order of Canada
Le Moyne,Jean Le Moyne,"Ottawa, Ontario",Order of Canada
Le Sauteur,Claude Le Sauteur,"Les Éboulements, Quebec",Order of Canada
Leach,A. Searle Leach,"Winnipeg, Manitoba",Order of Canada
Leach,Frederic Leach,"Winnipeg, Manitoba",Order of Canada
Leacock,Leonard H. Leacock,"Calgary, Alberta",Order of Canada
Leah,Vince Leah,"Winnipeg, Manitoba",Order of Canada
Leahey,Dennice Leahey,"Pugwash, Nova Scotia",Order of Canada
Leal,H. Allan Leal,"Tweed, Ontario",Order of Canada
Learning,Walter Francis Learning,"St. John's, Newfoundland and Labrador",Order of Canada
Leask,Jean Cecilia Leask,"Toronto, Ontario",Order of Canada
Leaver,Eric W. Leaver,"London, Ontario",Order of Canada
Lebel,Maurice Lebel,"Sillery, Quebec",Order of Canada
Leberg,John R. Leberg,"St. Mary's, Ontario",Order of Canada
LeBlanc,Diana Fowler LeBlanc,"Shediac, New Brunswick",Order of Canada
LeBlanc,Eveline LeBlanc,"Québec, Quebec",Order of Canada
LeBlanc,Napoléon LeBlanc,"Sillery, Quebec",Order of Canada
LeBlanc,Raymond P. LeBlanc,"Halifax, Nova Scotia",Order of Canada
LeBlanc,Roméo LeBlanc,"Shediac, New Brunswick",Order of Canada
Leblond,Charles Philippe Leblond,"Montréal, Quebec",Order of Canada
LeBouthillier,Claude LeBouthillier,"Bas-Caraquet, New Brunswick",Order of Canada
LeBoutillier,John LeBoutillier,"Montréal, Quebec",Order of Canada
Lecavalier,Louise Lecavalier,"Montréal, Quebec",Order of Canada
Lecavalier,René Lecavalier,"Montréal, Quebec",Order of Canada
LeClair,J. Maurice LeClair,"Verdun, Quebec",Order of Canada
Leclerc,Félix Leclerc,"Île d'Orléans, Quebec",Order of Canada
Leclerc,Marc Leclerc,"Granby, Quebec",Order of Canada
Leddy,John Francis Leddy,"Windsor, Ontario",Order of Canada
Leddy,Mary Jo Leddy,"Toronto, Ontario",Order of Canada
Lederman,William R. Lederman,"Kingston, Ontario",Order of Canada
Leduc,Roland Leduc,"Verdun, Quebec",Order of Canada
Lee,Alma Lee,"Vancouver, British Columbia",Order of Canada
Lee,Dennis Lee,"Toronto, Ontario",Order of Canada
Lee,Douglas A. Lee,"Regina, Saskatchewan",Order of Canada
Lee,Geddy Lee,"Toronto, Ontario",Order of Canada
Lee,Jack W. Lee,"Montréal, Quebec",Order of Canada
Lee,Jack Wai Yen Lee,"Victoria, British Columbia",Order of Canada
Lee,Leonard G. Lee,"Almonte, Ontario",Order of Canada
Lee,Philip S. Lee,"Winnipeg, Manitoba",Order of Canada
Lee,Ranee Lee,"Brossard, Quebec",Order of Canada
Lee,Robert G.H. Lee,"Calgary, Alberta",Order of Canada
Lee,Robert H. Lee,"Vancouver, British Columbia",Order of Canada
Lefebvre,Arlette Marie-Laure Lefebvre,"Toronto, Ontario",Order of Canada
Lefebvre,Denise Lefebvre,"Montréal, Quebec",Order of Canada
Lefebvre,Gilles Lefebvre,"Outremont, Quebec",Order of Canada
Lefebvre,Jacques E. Lefebvre,"Montréal, Quebec",Order of Canada
Lefebvre,Jean Pierre Lefebvre,"Saint-Armand, Quebec",Order of Canada
Lefèvre,Alain Lefèvre,"Montréal, Quebec",Order of Canada
LeFort,Elizabeth LeFort,"Margaree Harbour, Nova Scotia",Order of Canada
Légar,J. Bruno Légaré,Ambatolampy,Order of Canada
Legault,Albert Legault,"Montréal, Quebec",Order of Canada
Legault,Émile Legault,"Montréal, Quebec",Order of Canada
Legault,Léonard Hilarion Legault,"Ottawa, Ontario",Order of Canada
Legendre,Micheline Legendre,"Outremont, Quebec",Order of Canada
Léger,Bella-Marie Léger,"Moncton, New Brunswick",Order of Canada
Léger,Gabrielle Léger,"Ottawa, Ontario",Order of Canada
Léger,Jules Léger,"Ottawa, Ontario",Order of Canada
Léger,Paul-Emile Léger,"Montréal, Quebec",Order of Canada
Léger,Viola P. Léger,"Moncton, New Brunswick",Order of Canada
Légère,Martin J. Légère,"Caraquet, New Brunswick",Order of Canada
Legg,Herbert K. Legg,"Creston, British Columbia",Order of Canada
Legge,Bruce Jarvis Legge,"Toronto, Ontario",Order of Canada
Legge,Garth Warren Legge,"Richmond Hill, Ontario",Order of Canada
Legget,Robert F. Legget,"Ottawa, Ontario",Order of Canada
Leggett,William C. Leggett,"Kingston, Ontario",Order of Canada
LeGrow,Kathleen Pratt LeGrow,"St. John's, Newfoundland and Labrador",Order of Canada
Lehmann,Heinz F. Lehmann,"Montréal, Quebec",Order of Canada
Lehotsky,Harry Lehotsky,"Winnipeg, Manitoba",Order of Canada
Leigh,Z. Lewis Leigh,"Grimsby, Ontario",Order of Canada
Leighton,David S.R. Leighton,"London, Ontario",Order of Canada
Leinbach,Beatrice Cecile Leinbach,"Vancouver, British Columbia",Order of Canada
Leiss,William Leiss,"Ottawa, Ontario",Order of Canada
Leitch,John Daniel Leitch,"King City, Ontario",Order of Canada
Lemaire,Bernard Lemaire,"Kingsey Falls, Quebec",Order of Canada
Leman,Paul H. Leman,"Montréal, Quebec",Order of Canada
Lemay,Gérard Lemay,"Québec, Quebec",Order of Canada
Lemay,J.E. Raymond Lemay,"Ville d'Anjou, Quebec",Order of Canada
Lemelin,Roger Lemelin,"Saint-Augustin, Quebec",Order of Canada
LeMessurier,Mary J. LeMessurier,"Edmonton, Alberta",Order of Canada
LeMeur,Robert LeMeur,"Tuktoyaktuk, Northwest Territories",Order of Canada
Lemieux,Ernest Lemieux,"Québec, Quebec",Order of Canada
Lemieux,Germain Lemieux,"Sudbury, Ontario",Order of Canada
Lemieux,Jean-Paul Lemieux,"Sillery, Quebec",Order of Canada
Lemieux,Mario Lemieux,"Pittsburgh, PA",Order of Canada
Lemieux,Raymond Urgel Lemieux,"Edmonton, Alberta",Order of Canada
Lemieux,Renaud Lemieux,"Cap Rouge, Quebec",Order of Canada
Lemieux,Vincent Lemieux,"Sainte-Foy, Quebec",Order of Canada
Lemire,Jean Lemire,"Montréal, Quebec",Order of Canada
Lemire,Marie Lemire,"Montréal, Quebec",Order of Canada
Lemire,Michel Lemire,"Saint-Zéphirin, Quebec",Order of Canada
Leone,Laureano Leone,"Weston, Ontario",Order of Canada
Lepage,Robert Lepage,"Québec, Quebec",Order of Canada
LePan,Douglas V. LePan,"Toronto, Ontario",Order of Canada
Lepofsky,M. David Lepofsky,"Toronto, Ontario",Order of Canada
LeRoux,Edgar Joseph LeRoux,"Nepean, Ontario",Order of Canada
Lesage,Jean Lesage,"Québec, Quebec",Order of Canada
LeSage,Patrick J. LeSage,"Toronto, Ontario",Order of Canada
Lescop,Marguerite Lescop,"Montréal, Quebec",Order of Canada
Leslie,E.C. Leslie,"Regina, Saskatchewan",Order of Canada
Lespérance,Zotique Lespérance,"Montréal, Quebec",Order of Canada
Lessard,Jean-Claude Lessard,"Montréal, Quebec",Order of Canada
Letendre,H. Victor (Vic) Letendre,"Edmonton, Alberta",Order of Canada
Letendre,Joseph Adrien Letendre,"Amos, Quebec",Order of Canada
Letendre,Rita Letendre,"Toronto, Ontario",Order of Canada
Letofsky,Karen Letofsky,"Toronto, Ontario",Order of Canada
Letourneau,Charmaine Letourneau,"Edmonton, Alberta",Order of Canada
Lett,Evelyn Story Lett,"Vancouver, British Columbia",Order of Canada
Leung,S. Wah Leung,"Vancouver, British Columbia",Order of Canada
Leung,Sophia Ming Ren Leung,"Vancouver, British Columbia",Order of Canada
Levaque,Joseph Emmanuel Yvon Levaque,"Edmonton, Alberta",Order of Canada
Léveillée,Claude Léveillée,"Mirabel, Quebec",Order of Canada
Lévesque,Claude Lévesque,"Ste Marcelline de Kildare, Quebec",Order of Canada
Lévesque,Georges Henri Lévesque,"Montréal, Quebec",Order of Canada
Lévesque,Jacques Lévesque,"St-Robert, Quebec",Order of Canada
Lévesque,Jean-Louis Lévesque,"Montréal, Quebec",Order of Canada
Lévesque,Louise Lévesque,"Hudson, Quebec",Order of Canada
Lévesque,René J.A. Lévesque,"Outremont, Quebec",Order of Canada
Lévesque,Suzanne Lévesque,"Montréal, Quebec",Order of Canada
Levi,Albert Levi,"Big Cove, New Brunswick",Order of Canada
Levine,Boris G. Levine,"Montréal, Quebec",Order of Canada
Levine,Norman Levine,"Toronto, Ontario",Order of Canada
Levy,Eugene Levy,"Toronto, Ontario",Order of Canada
Levy,Julia Levy,"Vancouver, British Columbia",Order of Canada
Lewar,Stephan Robert Lewar,"North York, Ontario",Order of Canada
Lewis,Daurene E. Lewis,"Bedford, Nova Scotia",Order of Canada
Lewis,David Lewis,"Ottawa, Ontario",Order of Canada
Lewis,John F. Lewis,"St. John's, Newfoundland and Labrador",Order of Canada
Lewis,Lennox Lewis,Barnet,Order of Canada
Lewis,Margaret Bradshaw Lewis,"Toronto, Ontario",Order of Canada
Lewis,Raymond Lewis,"Hamilton, Ontario",Order of Canada
Lewis,Reginald William Lewis,"Toronto, Ontario",Order of Canada
Lewis,Sara Lee Lewis,"Wolfville, Nova Scotia",Order of Canada
Lewis,Stephen Lewis,"Toronto, Ontario",Order of Canada
Lewis,Wilfrid Bennett Lewis,"Deep River, Ontario",Order of Canada
Lewry,Louis H. (Scoop) Lewry,"Moose Jaw, Saskatchewan",Order of Canada
Leyrac,Monique Leyrac,"Sutton, Quebec",Order of Canada
Leys,James F. Leys,"Ottawa, Ontario",Order of Canada
Leyser,Christine Leyser,"Guelph, Ontario",Order of Canada
Leyton-Brown,Howard Leyton-Brown,"Regina, Saskatchewan",Order of Canada
Leyton-Brown,Myrl Leyton-Brown,"Regina, Saskatchewan",Order of Canada
Liba,Peter M. Liba,"Winnipeg, Manitoba",Order of Canada
Libin,Alvin Gerald Libin,"Calgary, Alberta",Order of Canada
Lien,Jon Lien,"Portugal Cove, Newfoundland and Labrador",Order of Canada
Liersch,John E. Liersch,"Richmond, British Columbia",Order of Canada
Lifeson,Alex Lifeson,"Toronto, Ontario",Order of Canada
Light,Walter Frederick Light,"Toronto, Ontario",Order of Canada
Lightfoot,Gordon Lightfoot,"Toronto, Ontario",Order of Canada
Lighthall,Alice M.S. Lighthall,"Westmount, Quebec",Order of Canada
Lilienstein,Lois Ada Lilienstein,"Toronto, Ontario",Order of Canada
Lilly,Alexander J. Lilly,"Moncton, New Brunswick",Order of Canada
Lim,Clara Yee Lim,"Richmond, British Columbia",Order of Canada
Limoges,Camille Limoges,"Montréal, Quebec",Order of Canada
Limoges,Gérard A. Limoges,"Montréal, Quebec",Order of Canada
Lin,David T.W. Lin,"Toronto, Ontario",Order of Canada
Lin,Paul Ta Kuang Lin,"Vancouver, British Columbia",Order of Canada
Lind,Philip B. Lind,"Toronto, Ontario",Order of Canada
Linden,Trevor Linden,"Vancouver, British Columbia",Order of Canada
Linder,Herman Linder,"Cardston, Alberta",Order of Canada
Lindner,Ernest Lindner,"Saskatoon, Saskatchewan",Order of Canada
Lindsay,Anne Lindsay,"Toronto, Ontario",Order of Canada
Lindsay,Fernand Lindsay,"Joliette, Quebec",Order of Canada
Lindseth,Roy Oliver Lindseth,"Calgary, Alberta",Order of Canada
Lindsey,George Lindsey,"Ottawa, Ontario",Order of Canada
Ling,Daniel Ling,"Cobble Hill, British Columbia",Order of Canada
Ling,Frank Ling,"Rockcliffe Park, Ontario",Order of Canada
Ling,Victor Ling,"Vancouver, British Columbia",Order of Canada
Linkletter,Charles E. Linkletter,"Summerside, Prince Edward Island",Order of Canada
Lipsey,Richard G. Lipsey,"Vancouver, British Columbia",Order of Canada
Lismer,Arthur Lismer,"Montréal, Quebec",Order of Canada
Little,Georges Little,"Outremont, Quebec",Order of Canada
Little,Jean Little,"Guelph, Ontario",Order of Canada
Littlechild,J. Wilton Littlechild,"Hobbema, Alberta",Order of Canada
Livesay,Dorothy Livesay,"Victoria, British Columbia",Order of Canada
Livingstone,Donald R. Livingstone,"Charlottetown, Prince Edward Island",Order of Canada
Ljungh,Esse W. Ljungh,"Kingston, Ontario",Order of Canada
Lloyd,David Stevenson Lloyd,"Toronto, Ontario",Order of Canada
Lloyd,Gweneth Lloyd,"Kelowna, British Columbia",Order of Canada
Lobay,Mary Lobay,"Edmonton, Alberta",Order of Canada
Lochhead,Kenneth Lochhead,"Ottawa, Ontario",Order of Canada
Lock,Édouard Lock,"Montréal, Quebec",Order of Canada
Lock,Margaret Lock,"Westmount, Quebec",Order of Canada
Locke,Charles H. Locke,"Ottawa, Ontario",Order of Canada
Locke,Jack Lambourne Locke,"Ottawa, Ontario",Order of Canada
Lockhart,Leonard H. Lockhart,"Moncton, New Brunswick",Order of Canada
Loder,Millicent Loder,"Mount Pearl, Newfoundland and Labrador",Order of Canada
Loewen,William Herbert Loewen,"St. Norbert, Manitoba",Order of Canada
Loiselle,Jean Loiselle,"Montréal, Quebec",Order of Canada
Loiselle,Yvette Loiselle,"Outremont, Quebec",Order of Canada
Lomas,Jonathan Lomas,"Ottawa, Ontario",Order of Canada
Lomax,James W. Lomax,"Hamilton, Ontario",Order of Canada
Lombardi,John-Barbalinardo Lombardi,"Toronto, Ontario",Order of Canada
London,Jack R. London,"Winnipeg, Manitoba",Order of Canada
Lonergan,Bernard Lonergan,"Chestnut Hill, Massachusetts",Order of Canada
Long,Cecilia E. Long,"Toronto, Ontario",Order of Canada
Longstaffe,J. Ron Longstaffe,"Vancouver, British Columbia",Order of Canada
Loomer,Diane Mary Loomer,"Vancouver, British Columbia",Order of Canada
Lorrain,Louis H. Lorrain,"Orono, Ontario",Order of Canada
Lortie,Andrée Lortie,"Ottawa, Ontario",Order of Canada
Lortie,Léon Lortie,"Montréal, Quebec",Order of Canada
Lortie,Louis Lortie,"Montréal, Quebec",Order of Canada
Lortie,Marcel Lortie,"Beauport, Quebec",Order of Canada
Lortie,Pierre Lortie,"Saint-Lambert, Quebec",Order of Canada
Loschiavo,Samuel Ralph Loschiavo,"Winnipeg, Manitoba",Order of Canada
Lou-Poy,Ronald Lou-Poy,"Victoria, British Columbia",Order of Canada
Lougheed,Edgar Peter Lougheed,"Calgary, Alberta",Order of Canada
Loughrey,Carol Elaine Ashfield Loughrey,"Fredericton, New Brunswick",Order of Canada
Louie,Alexina Louie,"Toronto, Ontario",Order of Canada
Louie,Robert Louie,"Kelowna, British Columbia",Order of Canada
Louie,Tong Louie,"Vancouver, British Columbia",Order of Canada
Lovelace Sappier,Sandra M. Lovelace Sappier,"Ottawa, Ontario",Order of Canada
Lovsin,Frank L. Lovsin,"Peace River, Alberta",Order of Canada
Low,Colin Low,"Montréal, Quebec",Order of Canada
Low-Beer,Edith Jacobson Low-Beer,"Montréal, Quebec",Order of Canada
Lowe,Donald McN. Lowe,"Vancouver, British Columbia",Order of Canada
Lower,Arthur R.M. Lower,"Kingston, Ontario",Order of Canada
Lowery,Bob Lowery,"Thompson, Manitoba",Order of Canada
Lowery,Richard Lowery,"Vancouver, British Columbia",Order of Canada
Lowy,Frederick Hans Lowy,"Montréal, Quebec",Order of Canada
Lowy,Jacob M. Lowy,"Montréal, Quebec",Order of Canada
Lozon,Jeffrey C. Lozon,"Oakville, Ontario",Order of Canada
Lucas,Rhona Lucas,"West Vancouver, British Columbia",Order of Canada
Lucier,Pierre Lucier,"Québec, Quebec",Order of Canada
Lucy,Roger V. Lucy,"Ottawa, Ontario",Order of Canada
Lui,David Y.H. Lui,"Vancouver, British Columbia",Order of Canada
Lukanovich,K. Louis Lukanovich,"Montford, Quebec",Order of Canada
Lumb,Jean B. Lumb,"Toronto, Ontario",Order of Canada
Lumbers,Leonard G. Lumbers,"Toronto, Ontario",Order of Canada
Lumsden,Harry G. Lumsden,"Aurora, Ontario",Order of Canada
Lumsdon,Clifford Douglas Lumsdon,"Toronto, Ontario",Order of Canada
Lund,Alan W. Lund,"Thornhill, Ontario",Order of Canada
Lundrigan,Arthur R. Lundrigan,"Corner Brook, Newfoundland and Labrador",Order of Canada
Lundrigan,Harold W. Lundrigan,"Corner Brook, Newfoundland and Labrador",Order of Canada
Lunn,Janet Louise Lunn,"Ottawa, Ontario",Order of Canada
Lupul,Manoly Robert Lupul,"Calgary, Alberta",Order of Canada
Luscombe,George Luscombe,"Toronto, Ontario",Order of Canada
Lush,Norman John Lush,"St. John's, Newfoundland and Labrador",Order of Canada
Lussier,Gaétan Lussier,"Ottawa, Ontario",Order of Canada
Lussier,Irénée Lussier,"Vanier, Ontario",Order of Canada
Lussier,Jean Jacques Lussier,"Ottawa, Ontario",Order of Canada
Lutley,Kathleen Mary Jo Lutley,"Thompson, Manitoba",Order of Canada
Lyall,William L. Lyall,"Cambridge Bay, Nunavut",Order of Canada
Lynch,Abbyann Day Lynch,"Toronto, Ontario",Order of Canada
Lynch,Charles Burchill Lynch,"Gatineau, Quebec",Order of Canada
Lyon,Sterling R. Lyon,"Winnipeg, Manitoba",Order of Canada
Lyons,Edward A. Lyons,"Winnipeg, Manitoba",Order of Canada
Lyons,Keiko Margaret Lyons,"Toronto, Ontario",Order of Canada
Lyons,Richard Lyons,"Thunder Bay, Ontario",Order of Canada
Lysack,Allan M. Lysack,"Dauphin, Manitoba",Order of Canada
MacArthur,Isabel MacArthur,"Winnipeg, Manitoba",Order of Canada
Macartney-Filgate,Terence Macartney-Filgate,"Toronto, Ontario",Order of Canada
Macaulay,Ann C. Macaulay,"Canton de Hatley, Quebec",Order of Canada
MacAulay,John A. MacAulay,"Winnipeg, Manitoba",Order of Canada
MacBeath,George Boyd MacBeath,"Fredericton, New Brunswick",Order of Canada
MacCallum,Elizabeth P. MacCallum,"Ottawa, Ontario",Order of Canada
MacCuspie,P. Ann MacCuspie,"Truro, Nova Scotia",Order of Canada
Macdonald,A.A. Macdonald,"Souris, Prince Edward Island",Order of Canada
Macdonald,Brian Macdonald,"Stratford, Ontario",Order of Canada
MacDonald,Donald MacDonald,"Stratford, Ontario",Order of Canada
MacDonald,Donald C. MacDonald,"Toronto, Ontario",Order of Canada
Macdonald,Donald Stovel Macdonald,"Uxbridge, Ontario",Order of Canada
MacDonald,Finlay MacDonald,"Halifax, Nova Scotia",Order of Canada
MacDonald,Flora Isabel MacDonald,"Ottawa, Ontario",Order of Canada
MacDonald,George F. MacDonald,"Cantley, Quebec",Order of Canada
Macdonald,H. Ian Macdonald,"Toronto, Ontario",Order of Canada
MacDonald,Joanne MacDonald,"St. John's, Newfoundland and Labrador",Order of Canada
Macdonald,John B. Macdonald,"Newmarket, Ontario",Order of Canada
MacDonald,John Spencer MacDonald,"Vancouver, British Columbia",Order of Canada
Macdonald,Mary Elizabeth Macdonald,"Ottawa, Ontario",Order of Canada
MacDonald,Neil MacDonald,"Westmount, Quebec",Order of Canada
Macdonald,Ronald St. John Macdonald,"Halifax, Nova Scotia",Order of Canada
MacDonald,Thelma P. MacDonald,"Souris, Prince Edward Island",Order of Canada
MacDonald,W. Ross MacDonald,"Brantford, Ontario",Order of Canada
MacDonell,John A. MacDonell,"Toronto, Ontario",Order of Canada
MacDonnell,James M. MacDonnell,"Ottawa, Ontario",Order of Canada
Macdonnell,Peter L.P. Macdonnell,"Edmonton, Alberta",Order of Canada
MacDougall,Hartland M. MacDougall,"Toronto, Ontario",Order of Canada
MacDougall,James Colin MacDougall,"Montréal, Quebec",Order of Canada
MacDougall,Reford MacDougall,"Westmount, Quebec",Order of Canada
MacEachen,Allan J. MacEachen,"Inverness, Nova Scotia",Order of Canada
MacEwan,J.W. Grant MacEwan,"Calgary, Alberta",Order of Canada
MacGill,Elsie Gregory MacGill,"Toronto, Ontario",Order of Canada
MacGregor,James G. MacGregor,"Edmonton, Alberta",Order of Canada
MacGregor,Roy MacGregor,"Kanata, Ontario",Order of Canada
Macham,Dorothy A. Macham,"Willowdale, Ontario",Order of Canada
MacInnes,Elaine Rita MacInnes,"Toronto, Ontario",Order of Canada
MacInnis,Grace MacInnis,"Vancouver, British Columbia",Order of Canada
MacInnis,Joseph B. MacInnis,"Toronto, Ontario",Order of Canada
Mack,Joseph C. Mack,"Warrensburg, Missouri",Order of Canada
MacKay,Alexander Wayne MacKay,"Waverley, Nova Scotia",Order of Canada
MacKay,Bertram R. MacKay,"Ottawa, Ontario",Order of Canada
Mackay,Colin B. Mackay,"Rothesay, New Brunswick",Order of Canada
Mackay,Donald Mackay,"Peterborough, Ontario",Order of Canada
MacKay,Harold MacKay,"Regina, Saskatchewan",Order of Canada
Mackay,J. Keiller Mackay,"Toronto, Ontario",Order of Canada
Mackay,J. Ross Mackay,"Kelowna, British Columbia",Order of Canada
Mackay,Julien S. Mackay,"Mascouche, Quebec",Order of Canada
MacKay,Patricia M. MacKay,"Toronto, Ontario",Order of Canada
MacKay,Robert A. MacKay,"Ottawa, Ontario",Order of Canada
MacKeen,H.P. MacKeen,"Halifax, Nova Scotia",Order of Canada
Mackenzie,C. Jack Mackenzie,"Ottawa, Ontario",Order of Canada
MacKenzie,Harry D. MacKenzie,"Charlottetown, Prince Edward Island",Order of Canada
MacKenzie,Lewis W. MacKenzie,"Carp, Ontario",Order of Canada
Mackenzie,Maxwell W. Mackenzie,"Peterborough, Ontario",Order of Canada
MacKenzie,N.A.M. MacKenzie,"Vancouver, British Columbia",Order of Canada
MacKenzie,Walter C. MacKenzie,"Edmonton, Alberta",Order of Canada
MacKimmie,Ross A. MacKimmie,"Calgary, Alberta",Order of Canada
MacKinnon,Arthur MacKinnon,"Summerside, Prince Edward Island",Order of Canada
MacKinnon,Dorothy G. MacKinnon,"Vancouver, British Columbia",Order of Canada
MacKinnon,Frank MacKinnon,"Calgary, Alberta",Order of Canada
MacKinnon,Frederick R. MacKinnon,"Halifax, Nova Scotia",Order of Canada
Mackintosh,W.A. Mackintosh,"Kingston, Ontario",Order of Canada
Macklem,Michael K. Macklem,"Ottawa, Ontario",Order of Canada
Macklem,Peter Tiffany Macklem,"Lansdowne, Ontario",Order of Canada
Maclaren,Joy Harvie Maclaren,"Ottawa, Ontario",Order of Canada
MacLauchlan,H. Wade MacLauchlan,"West Covehead, Prince Edward Island",Order of Canada
MacLean,George Campbell MacLean,"Matlock, Manitoba",Order of Canada
MacLean,J. Angus MacLean,"Belle River, Prince Edward Island",Order of Canada
